id,name,time,servings,calories,protein,carbs,fat,sugar,cholesterol,fiber,tags,ingredients,steps,image,source,credits
134,Bread Machine Monkey Bread,30,1,480,14,53,7,30,0,9,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2.5 teaspoons active dry yeast"", ""3 cups all-purpose flour"", ""1 teaspoon ground cinnamon"", ""1 teaspoon salt"", ""0.25 cup white sugar"", ""2 tablespoons margarine, softened"", ""1 cup water"", ""1 cup margarine"", ""1 cup packed brown sugar"", ""1 cup raisins""]","[""Remove the baking pan from the machine. Place yeast, flour, cinnamon, salt, white sugar, 2 tablespoons margarine, and water in the order recommended for the bread machine. Make sure that no liquid comes in contact with yeast. Select dough cycle and press start."", ""Transfer dough to a floured surface; knead 10 to 12 times. Set aside to rest."", ""Melt 1 cup margarine in a medium saucepan over low heat. Stir in brown sugar and raisins until smooth. Remove from heat."", ""Preheat the oven to 375 degrees F (190 degrees C). Grease a Bundt or tube pan."", ""Cut dough into 1-inch chunks. Drop a chunk at a time into brown sugar mixture to thoroughly coat. Layer dough pieces loosely in the prepared pan, staggering layers, so you&#39;re plopping each dough chunk over a space between two below. Let rise in a warm, draft-free spot until dough is just over the top of the pan, 15 to 20 minutes."", ""Bake in the preheated oven until golden brown, 20 to 25 minutes."", ""Remove from the oven and cover the pan with a plate. Holding the plate and the pan with oven mitts, flip over both until bread slides out onto the plate. Serve warm.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/6864/monkey-bread-ii/
135,Shrimp Scampi Pasta,20,6,162,5,9,11,0,12,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (16 ounce) package linguine pasta"", ""2 tablespoons butter"", ""2 tablespoons extra-virgin olive oil"", ""2 shallots, finely diced"", ""2 cloves garlic, minced"", ""1 pinch red pepper flakes"", ""1 pound shrimp, peeled and deveined"", ""1 pinch kosher salt and freshly ground pepper"", ""0.5 cup dry white wine"", ""1 lemon, juiced"", ""2 tablespoons butter"", ""2 tablespoons extra-virgin olive oil"", ""0.25 cup finely chopped fresh parsley leaves"", ""1 teaspoon extra-virgin olive oil, or to taste""]","[""Gather ingredients."", ""Bring a large pot of salted water to a boil; cook linguine in boiling water until nearly tender, 6 to 8 minutes. Drain."", ""Melt 2 tablespoons butter with 2 tablespoons olive oil in a large skillet over medium heat."", ""Cook and stir shallots, garlic, and red pepper flakes in the hot butter and oil until shallots are translucent, 3 to 4 minutes."", ""Season shrimp with kosher salt and black pepper; add to the skillet and cook until pink, stirring occasionally, 2 to 3 minutes. Remove shrimp from skillet and keep warm."", ""Pour white wine and lemon juice into skillet and bring to a boil while scraping the browned bits of food off of the bottom of the skillet with a wooden spoon."", ""Melt 2 tablespoons butter in skillet, stir 2 tablespoons olive oil into butter mixture, and bring to a simmer."", ""Toss linguine, shrimp, and parsley in the butter mixture until coated; season with salt and black pepper. Drizzle with 1 teaspoon olive oil to serve."", ""Serve hot and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/229960/shrimp-scampi-with-pasta/
136,Pinto Beans Mexican-style Seasonings,15,8,100,5,5,2,0,0,1,"[""vegetarian"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 pound dried pinto beans, rinsed"", ""4 cups water, or as needed"", ""2 (10 ounce) cans diced tomatoes with green chile peppers (such as RO*TEL\u00ae)"", ""0.5 pound bacon, cut into 1/2-inch pieces"", ""1 yellow onion, chopped"", ""1 tablespoon chili powder, or to taste"", ""1 tablespoon ground cumin, or to taste"", ""1.5 teaspoons garlic powder, or to taste"", ""0.5 bunch fresh cilantro, chopped"", ""salt to taste""]","[""Gather all ingredients."", ""Place pinto beans into a large pot and pour in enough water to cover by 2 to 3 inches. Let beans soak overnight."", ""Drain beans, return to pot, and pour in fresh water to cover."", ""Add tomatoes, bacon, onion, chili powder, cumin, and garlic powder. Bring to a boil, reduce heat to low, and simmer for 3 hours."", ""Check the beans occasionally and add more water if needed."", ""Stir cilantro and salt into beans simmer until beans are soft, about 1 more hour."", ""Serve and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/231037/pinto-beans-with-mexican-style-seasonings/
137,Shrimp Vegetable Stir Fry,20,6,115,5,12,3,2,2,2,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 cups instant brown rice"", ""1.75 cups water"", ""6 tablespoons soy sauce"", ""6 tablespoons water"", ""0.25 cup honey"", ""2 tablespoons cider vinegar"", ""2 tablespoons cornstarch"", ""2 tablespoons olive oil"", ""2 cloves garlic, chopped"", ""2 cups broccoli florets"", ""1 cup baby carrots"", ""1 small white onion, chopped"", ""0.5 teaspoon black pepper"", ""1 cup sliced fresh mushrooms"", ""1.5 pounds uncooked medium shrimp, peeled and deveined""]","[""Stir rice and water together in a microwave-safe bowl. Cover and cook in the microwave on high until water is fully absorbed, about 8 minutes. Fluff with a fork; cover and set aside."", ""Whisk together soy sauce, water, honey, cider vinegar, and cornstarch in a small bowl; set sauce mixture aside."", ""Heat olive oil in a nonstick skillet over medium heat. Stir in garlic and cook for 10 seconds. Add broccoli, carrots, onion, and black pepper; cook and stir until broccoli and carrots are tender, about 5 minutes. Stir in mushrooms and cook for 2 minutes. Remove vegetables from the skillet and set aside."", ""Return the skillet to heat and pour in sauce mixture; cook for 1 minute. Add shrimp and stir until shrimp are bright pink on the outside, meat is no longer transparent, and sauce thickens, about 3 minutes. Stir vegetables into the pan and serve over brown rice.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/218579/easy-shrimp-vegetable-stir-fry/
138,Zucchini Appetizer,20,1,430,8,26,28,0,30,8,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""3 cups sliced zucchini"", ""1 cup all-purpose baking mix"", ""4 eggs, beaten"", ""0.5 cup chopped onion"", ""0.5 cup shredded Cheddar cheese"", ""0.5 cup vegetable oil"", ""1 clove garlic, minced"", ""0.5 teaspoon salt""]","[""Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish."", ""Mix zucchini, all-purpose baking mix, eggs, onion, Cheddar, oil, garlic, and salt together in a large bowl until well combined. Spread mixture into the prepared baking dish."", ""Bake in the preheated oven until bubbly and lightly browned, about 25 minutes. Cut into 36 pieces to serve.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/27193/best-zucchini-appetizer/
139,Asian Sugar Snap Pea Appetizer,15,1,560,5,10,38,30,45,2,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 pound sugar snap peas, trimmed"", ""3 tablespoons garlic flavored olive oil"", ""0.25 cup low sodium soy sauce"", ""0.25 teaspoon sesame oil"", ""2 drops chili oil"", ""0.25 teaspoon packed brown sugar"", ""2 tablespoons toasted sesame seeds""]","[""Preheat the oven broiler, and move oven rack into the top position."", ""Place the snap peas onto a baking pan, drizzle with olive oil and toss to coat. Spread the snap peas out into a single layer."", ""Broil the snap peas in the preheated oven until tender, about 5 minutes."", ""Meanwhile, mix together the soy sauce, sesame oil, chili oil, brown sugar, and sesame seeds in a large bowl. When the snap peas come out of the oven, toss them immediately with the sauce.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/142836/asian-sugar-snap-pea-appetizer/
140,Chinese-style Baby Bok Choy Mushroom Sauce,20,8,100,5,5,3,1,3,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 tablespoons oyster sauce"", ""1 tablespoon soy sauce"", ""2 teaspoons brown sugar"", ""1 tablespoon water"", ""1 teaspoon potato starch"", ""0.25 teaspoon vegetable oil"", ""2 pinches salt"", ""4 heads baby bok choy"", ""3 tablespoons olive oil"", ""2 tablespoons minced green onion"", ""1 tablespoon minced garlic"", ""1 (8 ounce) package sliced portobello mushrooms""]","[""Mix together oyster sauce, soy sauce, and brown sugar in a medium bowl until sugar is dissolved. Mix together water and potato starch in a small bowl until smooth; stir into oyster sauce mixture until well combined. Set aside."", ""Fill a large pot with water and bring to a boil. Stir in vegetable oil and 2 pinches salt. Place bok choy into boiling water; cook until tender, shiny, and bright green, 2 to 3 minutes. Drain and arrange bok choy attractively on a serving platter."", ""Heat olive oil in a large skillet or wok until shimmering. Cook and stir green onion and garlic in hot oil until fragrant, about 20 seconds; stir in mushrooms. Cook and stir until mushrooms begin to shrink slightly. Sprinkle lightly with salt. Continue to cook mushrooms, stirring often, until tender, about 5 minutes. Pour in oyster sauce mixture and stir until sauce is thickened and coats mushrooms, 30 seconds to 1 minute. Pour mushroom sauce over bok choy on the platter. Serve hot.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/215795/chinese-style-baby-bok-choy-with-mushroom-sauce/
141,Chinese Steamed Buns,30,1,480,8,38,16,30,15,6,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.75 cups all-purpose flour, divided"", ""0.75 cup warm water, divided"", ""1 tablespoon active dry yeast"", ""1 teaspoon white sugar"", ""2 tablespoons white sugar"", ""1 tablespoon vegetable oil"", ""0.25 teaspoon salt"", ""0.5 teaspoon baking powder""]","[""Gather all ingredients."", ""Mix together 1/4 cup flour, 1/4 cup warm water, yeast, and 1 teaspoon sugar in a large bowl. Allow to sit for 30 minutes."", ""Mix in remaining 1 \u00bd cups flour, remaining 1/2 cup warm water, 2 tablespoons sugar, vegetable oil, and salt. Knead until dough is smooth and elastic."", ""Transfer to a greased bowl, roll to coat with oil, and let sit until tripled in size, 2 \u00bd to 3 hours."", ""Punch down dough and spread out on a floured board. Sprinkle baking powder evenly on surface of dough; knead for 5 minutes."", ""Divide dough in half; set aside one half in a covered bowl. Divide remaining half into 12 equal pieces."", ""Shape each into a ball; transfer each ball to a small square of waxed paper with the smooth surface facing up. Repeat portioning and shaping with remaining dough half. Cover all 24 dough balls and let sit until doubled in size, about 30 minutes."", ""Bring some water to a boil in a wok, then reduce heat to medium and keep water at a low boil. Place the steam plate on a small wire rack in the middle of the wok, leaving at least 2 inches of space between the plate and the wok. Working in batches, place buns on waxed paper squares onto the steam plate, leaving 1 to 2 inches between buns."", ""Cover and steam buns for 15 minutes. Carefully remove the lid, so condensation doesn&#39;t drip onto buns. Continue steaming remaining buns until all are cooked.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/7011/chinese-steamed-buns/
142,Indian Naan,30,1,355,10,46,5,15,0,9,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.66666668653488 cup warm water (110 degrees F/45 degrees C)"", ""1 teaspoon active dry yeast"", ""1 teaspoon white sugar"", ""2 cups all-purpose flour"", ""1 teaspoon salt"", ""2 tablespoons plain yogurt"", ""0.25 cup ghee"", ""2 teaspoons kalonji (onion seed)""]","[""Whisk warm water with yeast and sugar until yeast is dissolved. Cover and let stand in a warm place for 10 minutes."", ""Sift flour and salt three times into a large bowl. Add yeast mixture, yogurt, and 1/2 of the ghee. Mix into a soft dough, then knead on a floured surface until dough is smooth and elastic, about 5 minutes. Place dough into a large greased bowl, cover, and let stand in a warm place for 1 1/2 hours or until doubled in volume."", ""Punch down dough, then knead for 5 minutes. Divide dough into six equal pieces. Roll each piece out into 8-inch rounds."", ""Cover an oven tray with foil and grease the foil. Brush dough rounds with remaining ghee and sprinkle with kalonji. Cook one at a time under the broiler until puffed and lightly browned, about 2 minutes per side.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/7021/indian-naan-ii/
143,Sweet Sour Chicken Stir-fry,10,4,153,9,10,5,3,10,2,"[""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 tablespoons vegetable oil"", ""1 pound skinless, boneless chicken breast meat - cubed"", ""1 cup carrot strips"", ""0.5 cup sliced green bell pepper"", ""0.5 cup sliced red bell pepper"", ""1 clove garlic, minced"", ""0.25 cup low sodium soy sauce"", ""1 tablespoon cornstarch"", ""1 (8 ounce) can pineapple chunks, juice reserved"", ""1 tablespoon vinegar"", ""1 tablespoon brown sugar"", ""0.5 teaspoon ground ginger""]","[""Heat oil in a wok or large skillet over medium-high heat. Add chicken and stir-fry in hot oil until browned. Add carrots, bell peppers, and garlic; cook and stir for 1 to 2 minutes."", ""Mix soy sauce and cornstarch together in a small bowl until well combined; pour mixture into the wok or skillet. Stir in pineapple with juice, vinegar, brown sugar, and ginger. Bring to a full boil and cook until vegetables are tender and sauce is thickened.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/17747/sweet-and-sour-chicken-iii/
144,American Lasagna,30,1,990,36,46,56,15,85,12,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.5 pounds lean ground beef"", ""1 onion, chopped"", ""2 cloves garlic, minced"", ""1 (29 ounce) can diced tomatoes"", ""2 (6 ounce) cans tomato paste"", ""2 tablespoons brown sugar"", ""1 tablespoon chopped fresh basil"", ""2.5 teaspoons salt, divided"", ""1 teaspoon dried oregano"", ""12 dry lasagna noodles"", ""1 pint part-skim ricotta cheese"", ""0.5 cup grated Parmesan cheese"", ""2 large eggs, beaten"", ""2 tablespoons dried parsley"", ""1 pound mozzarella cheese, shredded""]","[""Gather all ingredients."", ""Cook and stir ground beef, onion, and garlic in a large skillet over medium heat for 5 minutes; drain fat."", ""Mix in diced tomatoes, tomato paste, brown sugar, basil, 1 1/2 teaspoons salt, and oregano. Simmer meat sauce, stirring occasionally, for 30 to 45 minutes."", ""Preheat the oven to 375 degrees F (190 degrees C)."", ""Meanwhile, bring a large pot of lightly salted water to a boil. Cook lasagna noodles in boiling water, stirring occasionally, until tender yet firm to the bite, about 8 minutes; drain. Lay noodles flat on towels; blot dry."", ""Mix together ricotta, 1/2 cup Parmesan cheese, eggs, parsley, and remaining 1 teaspoon salt in a medium bowl."", ""Layer 1/3 of the noodles in the bottom of a 9x13-inch baking dish. Cover with 1/2 of the ricotta mixture."", ""Cover the ricotta mixture with 1/2 of the mozzarella cheese, and 1/3 of the meat sauce."", ""Repeat. Top with remaining noodles and meat sauce. Sprinkle 2 tablespoons Parmesan cheese over the top."", ""Bake in the preheated oven for 30 minutes. Let stand for 10 minutes before serving.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/11729/american-lasagna/
